,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
11408,657,1,Bununla,14.0,30.0,obl,bu,PRON,PRD,"{'Case': 'Ins', 'Number': 'Sing', 'Polarity': 'Pos'}",,
11409,657,2,birlikte,1.0,7.0,case,birlikte,ADP,IN,,,{'SpaceAfter': 'No'}
11410,657,3,",",1.0,33.0,punct,",",PUNCT,",",,,
11411,657,4,rakibi,9.0,27.0,nsubj,rakip,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11412,657,5,Prabowo,4.0,5.0,appos,Prabowo,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11413,657,6,Subianto'nun,5.0,21.0,flat,Subianto,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
11414,657,7,da,5.0,3.0,advmod:emph,da,ADV,RB,,,
11415,657,8,zafer,9.0,29.0,obj,zafer,NOUN,NN,{'Number': 'Sing'},,
11416,657,9,ilan,14.0,14.0,csubj,ilan,NOUN,NN,{'Number': 'Sing'},,
11417,657,10,etmesi,9.0,11.0,compound:lvc,et,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11418,657,11,Endonezya,12.0,26.0,nmod:poss,Endonezya,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11419,657,12,vatandaşlarının,13.0,26.0,nmod:poss,vatandaş,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11420,657,13,kafasını,14.0,29.0,obj,kafa,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11421,657,14,karıştırdı,0.0,35.0,root,karış,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Cau'}",,{'SpaceAfter': 'No'}
11422,657,15,.,14.0,33.0,punct,.,PUNCT,.,,,
11423,658,1,Jokowi,21.0,27.0,nsubj,Jokowi,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
11424,658,2,görevi,3.0,29.0,obj,görevi,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11425,658,3,kabul,21.0,2.0,advcl,kabul,NOUN,NN,{'Number': 'Sing'},,
11426,658,4,etmeden,3.0,11.0,compound:lvc,et,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Polarity': 'Neg', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11427,658,5,önce,3.0,7.0,case,önce,ADP,IN,,,
11428,658,6,Devlet,7.0,26.0,nmod:poss,devlet,NOUN,NN,{'Number': 'Sing'},,
11429,658,7,Başkanı,20.0,27.0,nsubj,başkan,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11430,658,8,Yudhoyono'nun,7.0,5.0,appos,Yudhoyono,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
11431,658,9,daha,10.0,3.0,advmod,daha,ADV,RB,,,
11432,658,10,çok,12.0,3.0,advmod,çok,ADV,RB,,,
11433,658,11,sübvansiyon,12.0,29.0,obj,sübvansiyon,NOUN,NN,{'Number': 'Sing'},,
11434,658,12,kaldırarak,17.0,2.0,advcl,kal,ADV,CRB,,,
11435,658,13,yakıt,14.0,26.0,nmod:poss,yakıt,NOUN,NN,{'Number': 'Sing'},,
11436,658,14,fiyatlarını,17.0,29.0,obj,fiyat,NOUN,NN,"{'Case': 'Acc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11437,658,15,daha,16.0,3.0,advmod,daha,ADV,RB,,,
11438,658,16,fazla,17.0,4.0,amod,fazla,ADJ,JJ,{'Number': 'Sing'},,
11439,658,17,artırma,18.0,26.0,nmod:poss,artır,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11440,658,18,kararının,19.0,26.0,nmod:poss,karar,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11441,658,19,sorumluluğunu,20.0,29.0,obj,sorumluluk,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11442,658,20,almasını,21.0,9.0,ccomp,al,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Acc', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11443,658,21,istedi,0.0,35.0,root,iste,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11444,658,22,.,21.0,33.0,punct,.,PUNCT,.,,,
11445,659,1,Resmi,2.0,4.0,amod,resmi,ADJ,JJ,{'Number': 'Sing'},,
11446,659,2,biyografisi,13.0,27.0,nsubj,biyografi,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
11447,659,3,",",2.0,33.0,punct,",",PUNCT,",",,,
11448,659,4,Kim'in,7.0,27.0,nsubj,Kim,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
11449,659,5,altı,6.0,28.0,nummod,altı,NUM,CD,{'Number': 'Sing'},,
11450,659,6,opera,7.0,29.0,obj,opera,NOUN,NN,{'Number': 'Sing'},,
11451,659,7,bestelediğini,13.0,9.0,ccomp,bestele,NOUN,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
11452,659,8,ve,12.0,8.0,cc,ve,CCONJ,CCONJ,,,
11453,659,9,ayrıntılı,10.0,4.0,amod,_,ADJ,JJ,{'Number': 'Sing'},,
11454,659,10,müzikaller,11.0,29.0,obj,müzikal,NOUN,NN,{'Number': 'Plur'},,
11455,659,11,sahnelemeyi,12.0,9.0,ccomp,sahnele,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Acc', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11456,659,12,sevdiğini,7.0,12.0,conj,sev,NOUN,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
11457,659,13,savunuyor,0.0,35.0,root,savun,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
11458,659,14,.,13.0,33.0,punct,.,PUNCT,.,,,
11459,660,1,İskender'in,2.0,26.0,nmod:poss,İskender,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
11460,660,2,tavsiyesi,3.0,26.0,nmod:poss,tavsiye,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11461,660,3,üzerine,6.0,30.0,obl,üzer,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11462,660,4,bir,5.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11463,660,5,uzlaşmaya,6.0,2.0,advcl,uzlaş,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11464,660,6,varmıştı,0.0,35.0,root,var,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pqp'}",,{'SpaceAfter': 'No'}
11465,660,7,:,10.0,33.0,punct,:,PUNCT,:,,,
11466,660,8,bir,9.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11467,660,9,üniversiteye,10.0,30.0,obl,üniversite,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
11468,660,10,girecek,6.0,12.0,conj,gir,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut'}",,
11469,660,11,ancak,13.0,8.0,cc,ancak,ADV,RB,,,
11470,660,12,edebiyat,13.0,29.0,obj,edebiyat,NOUN,NN,{'Number': 'Sing'},,
11471,660,13,okuyacaktı,6.0,12.0,conj,okuyacak,VERB,VB,"{'Aspect': 'Prosp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11472,660,14,.,13.0,33.0,punct,.,PUNCT,.,,,
11473,661,1,Barrie,12.0,27.0,nsubj,Barrie,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
11474,661,2,",",1.0,33.0,punct,",",PUNCT,",",,,
11475,661,3,Edinburgh,9.0,26.0,nmod:poss,Edinburgh,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11476,661,4,Evening,3.0,21.0,flat,Evening,X,FW,,,{'Proper': 'True'}
11477,661,5,Courant,3.0,21.0,flat,Courant,PROPN,PROPN,{'Number': 'Sing'},,"{'Proper': 'True', 'ToDo': 'nmod'}"
11478,661,6,için,3.0,7.0,case,için,ADP,IN,,,
11479,661,7,drama,8.0,26.0,nmod:poss,dram,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
11480,661,8,incelemeleri,9.0,29.0,obj,incele,NOUN,VN,"{'Number': 'Plur', 'Polarity': 'Pos'}",,
11481,661,9,yazdığı,11.0,1.0,acl,yaz,ADJ,VJ,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
11482,661,10,Edinburgh,11.0,26.0,nmod:poss,Edinburgh,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11483,661,11,Üniversitesi'ne,12.0,29.0,obj,üniversitesi'ne,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
11484,661,12,kaydoldu,0.0,35.0,root,kaydol,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11485,661,13,.,12.0,33.0,punct,.,PUNCT,.,,,
11486,662,1,21,2.0,28.0,nummod,21,NUM,CD,{'Number': 'Sing'},,
11487,662,2,Nisan,3.0,11.0,compound,Nisan,NOUN,NN,{'Number': 'Sing'},,
11488,662,3,1882'de,8.0,30.0,obl,1882,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
11489,662,4,mezun,8.0,2.0,advcl,mezun,ADJ,JJ,{'Number': 'Sing'},,
11490,662,5,olup,4.0,13.0,cop,ol,AUX,CRB,{'Polarity': 'Pos'},,
11491,662,6,master,7.0,26.0,nmod:poss,master,NOUN,NN,{'Number': 'Sing'},,
11492,662,7,derecesini,8.0,29.0,obj,derece,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11493,662,8,elde,0.0,35.0,root,el,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
11494,662,9,etti,8.0,11.0,compound:lvc,et,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11495,662,10,.,8.0,33.0,punct,.,PUNCT,.,,,
11496,663,1,Kızkardeşinin,4.0,27.0,nsubj,Kızkardeş,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11497,663,2,The,4.0,30.0,obl,The,X,FW,,,{'Proper': 'True'}
11498,663,3,Scotsman'da,2.0,21.0,flat,Scotsman,PROPN,PROPN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'Proper': 'True'}
11499,663,4,bulduğu,7.0,1.0,acl,bul,ADJ,VJ,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
11500,663,5,bir,7.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11501,663,6,iş,7.0,26.0,nmod:poss,iş,NOUN,NN,{'Number': 'Sing'},,
11502,663,7,ilanını,18.0,30.0,obl,ilan,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11503,663,8,takiben,7.0,7.0,case,takib,ADP,IN,,,{'SpaceAfter': 'No'}
11504,663,9,",",7.0,33.0,punct,",",PUNCT,",",,,
11505,663,10,Nottingham,18.0,30.0,obl,Nottingham,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11506,663,11,Journal'da,10.0,21.0,flat,Journal,PROPN,PROPN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'Proper': 'True'}
11507,663,12,bir,13.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11508,663,13,gazeteci,18.0,2.0,advcl,gazeteci,NOUN,NN,{'Number': 'Sing'},,
11509,663,14,olarak,13.0,13.0,cop,ol,AUX,CRB,{'Polarity': 'Pos'},,
11510,663,15,bir,16.0,28.0,nummod,bir,NUM,CD,"{'Definite': 'Ind', 'Number': 'Sing', 'Polarity': 'Pos'}",,
11511,663,16,buçuk,17.0,4.0,amod,buçuk,ADJ,JJ,{'Number': 'Sing'},,
11512,663,17,yıl,18.0,30.0,obl,yıl,NOUN,NN,{'Number': 'Sing'},,
11513,663,18,çalıştı,0.0,35.0,root,çalış,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11514,663,19,.,18.0,33.0,punct,.,PUNCT,.,,,
11515,664,1,Daha,2.0,3.0,advmod,daha,ADV,RB,,,
11516,664,2,sonra,4.0,3.0,advmod,sonra,ADV,RB,,,
11517,664,3,Kirriemuir'e,4.0,30.0,obl,Kirriemuir,PROPN,PROPN,"{'Case': 'Dat', 'Number': 'Sing'}",,{'Proper': 'True'}
11518,664,4,döndü,0.0,35.0,root,dön,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11519,664,5,.,4.0,33.0,punct,.,PUNCT,.,,,
11520,665,1,İlk,2.0,4.0,amod,ilk,ADJ,JJ,{'Number': 'Sing'},,
11521,665,2,baskının,5.0,26.0,nmod:poss,baskı,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing'}",,
11522,665,3,sadece,4.0,3.0,advmod,sadece,ADV,RB,,,
11523,665,4,3000,5.0,28.0,nummod,3000,NUM,CD,{'Number': 'Sing'},,
11524,665,5,kopyası,6.0,27.0,nsubj,kopya,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11525,665,6,basıldı,0.0,35.0,root,_,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
11526,665,7,.,6.0,33.0,punct,.,PUNCT,.,,,
11527,666,1,2009,2.0,28.0,nummod,2009,NUM,CD,{'Number': 'Sing'},,
11528,666,2,yılına,3.0,30.0,obl,yıl,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11529,666,3,gelindiğinde,26.0,2.0,advcl,gelindiğ,NOUN,VN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,{'SpaceAfter': 'No'}
11530,666,4,",",3.0,33.0,punct,",",PUNCT,",",,,
11531,666,5,The,17.0,26.0,nmod:poss,The,X,FW,,,{'Proper': 'True'}
11532,666,6,Power,5.0,21.0,flat,Power,X,FW,,,{'Proper': 'True'}
11533,666,7,of,5.0,21.0,flat,of,X,FW,,,{'Proper': 'True'}
11534,666,8,Now,5.0,21.0,flat,Now,X,FW,,,{'Proper': 'True'}
11535,666,9,and,5.0,21.0,flat,and,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
11536,666,10,A,5.0,21.0,flat,a,PROPN,PROPN,,,{'Proper': 'True'}
11537,666,11,New,5.0,21.0,flat,New,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11538,666,12,Earth'ün,5.0,21.0,flat,Earth,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
11539,666,13,Kuzey,17.0,4.0,amod,kuzey,NOUN,NN,{'Number': 'Sing'},,
11541,666,14,Amerika'da,13.0,21.0,flat,Amerika,PROPN,PROPN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'Proper': 'True'}
11542,666,15,ki,14.0,7.0,case,ki,ADP,JJ,,,
11543,666,16,toplam,17.0,4.0,amod,topla,ADJ,JJ,{'Number': 'Sing'},,
11544,666,17,satışları,26.0,27.0,nsubj,satış,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
11545,666,18,tahmini,26.0,2.0,advcl,tahm,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11546,666,19,olarak,18.0,13.0,cop,ol,AUX,CRB,{'Polarity': 'Pos'},,
11547,666,20,sırasıyla,26.0,30.0,obl,sıra,NOUN,NN,"{'Case': 'Ins', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11548,666,21,üç,22.0,28.0,nummod,üç,NUM,CD,{'Number': 'Sing'},,
11549,666,22,milyon,26.0,29.0,obj,milyon,NUM,CD,{'Number': 'Sing'},,
11550,666,23,ve,25.0,8.0,cc,ve,CCONJ,CCONJ,,,
11551,666,24,beş,25.0,28.0,nummod,beş,NUM,CD,{'Number': 'Sing'},,
11552,666,25,milyona,22.0,12.0,conj,milyon,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
11553,666,26,ulaştı,0.0,35.0,root,ulaş,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11554,666,27,.,26.0,33.0,punct,.,PUNCT,.,,,
11555,667,1,Bazı,3.0,16.0,det,bazı,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11556,667,2,Hıristiyan,3.0,4.0,amod,hıristiyan,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11557,667,3,alimler,6.0,27.0,nsubj,alim,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,
11558,667,4,Tolle'un,5.0,26.0,nmod:poss,Tolle,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
11559,667,5,öğretilerini,6.0,29.0,obj,öğreti,NOUN,NN,"{'Case': 'Acc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11560,667,6,eleştirirken,9.0,2.0,advcl,eleştiri,ADV,CRB,,,{'SpaceAfter': 'No'}
11561,667,7,",",6.0,33.0,punct,",",PUNCT,",",,,
11562,667,8,bazıları,9.0,27.0,nsubj,bazı,PRON,PRI,"{'Case': 'Nom', 'Number': 'Sing', 'Polarity': 'Pos'}",,
11563,667,9,överler,0.0,35.0,root,över,VERB,VB,"{'Aspect': 'Hab', 'Mood': 'Gen', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
11564,667,10,.,9.0,33.0,punct,.,PUNCT,.,,,
11565,668,1,1991,4.0,28.0,nummod,1991,NUM,CD,{'Number': 'Sing'},,{'SpaceAfter': 'No'}
11566,668,2,-,3.0,33.0,punct,-,PUNCT,-,,,{'SpaceAfter': 'No'}
11567,668,3,1997,1.0,12.0,conj,1997,NUM,CD,{'Number': 'Sing'},,
11568,668,4,yılları,5.0,26.0,nmod:poss,yıl,NOUN,NN,"{'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11569,668,5,arasında,12.0,30.0,obl,ara,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11570,668,6,öğrenme,7.0,11.0,compound,öğren,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11571,668,7,engelli,8.0,4.0,amod,engelli,ADJ,JJ,{'Number': 'Sing'},,
11572,668,8,çocuklara,11.0,26.0,nmod,çocuk,NOUN,NN,"{'Case': 'Dat', 'Number': 'Plur'}",,
11573,668,9,yönelik,8.0,7.0,case,yönelik,ADP,IN,,,
11574,668,10,bir,11.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11575,668,11,okul,12.0,29.0,obj,okul,NOUN,NN,{'Number': 'Sing'},,
11576,668,12,işletti,0.0,35.0,root,işle,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Cau'}",,{'SpaceAfter': 'No'}
11577,668,13,.,12.0,33.0,punct,.,PUNCT,.,,,
11578,669,1,Son,2.0,4.0,amod,son,ADJ,JJ,{'Number': 'Sing'},,
11579,669,2,romanı,8.0,27.0,nsubj,roman,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
11580,669,3,",",2.0,33.0,punct,",",PUNCT,",",,,
11581,669,4,Lennox,5.0,26.0,nmod:poss,Lennox,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11582,669,5,Kontesi,8.0,29.0,obj,Konte,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11583,669,6,Margaret,5.0,5.0,appos,Margaret,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11584,669,7,Douglas'la,6.0,21.0,flat,Douglas,PROPN,PROPN,"{'Case': 'Ins', 'Number': 'Sing'}",,"{'Proper': 'True', 'ToDo': 'nmod'}"
11586,669,8,ilgili,0.0,35.0,root,ilgili,NOUN,NN,{'Number': 'Sing'},,
11587,669,9,dir,8.0,13.0,cop,i,AUX,AUX,"{'Aspect': 'Perf', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,
11588,669,10,.,8.0,33.0,punct,.,PUNCT,.,,,
11589,670,1,Kurguya,2.0,30.0,obl,Kurgu,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
11590,670,2,geçişi,3.0,9.0,ccomp,geçiş,NOUN,VN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
11591,670,3,kolay,7.0,2.0,advcl,kolay,ADJ,JJ,{'Number': 'Sing'},,
11592,670,4,bulurken,3.0,11.0,compound:lvc,bul,VERB,CRB,{'Polarity': 'Pos'},,
11593,670,5,şu,6.0,16.0,det,şu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
11594,670,6,açıklamayı,7.0,29.0,obj,açıkla,NOUN,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Polarity': 'Pos'}",,
11595,670,7,yapmıştır,0.0,35.0,root,yap,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11596,670,8,:,14.0,33.0,punct,:,PUNCT,:,,,
11597,670,9,"""",14.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
11598,670,10,Her,11.0,16.0,det,her,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
11599,670,11,kitap,14.0,27.0,nsubj,kitap,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
11600,670,12,bir,14.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11601,670,13,öğrenme,14.0,26.0,nmod:poss,öğren,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11603,670,14,eğrisi,6.0,18.0,dislocated,eğri,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11604,670,15,dir,14.0,13.0,cop,i,AUX,AUX,"{'Aspect': 'Perf', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,
11605,670,16,ve,18.0,8.0,cc,ve,CCONJ,CCONJ,,,
11606,670,17,açık,18.0,4.0,amod,açık,ADJ,JJ,{'Number': 'Sing'},,
11607,670,18,fikirli,14.0,12.0,conj,fikirli,ADJ,JJ,{'Number': 'Sing'},,
11608,670,19,olmalısınız,18.0,13.0,cop,ol,AUX,VB,"{'Mood': 'Nec', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
11609,670,20,.,18.0,33.0,punct,_,PUNCT,.,,,{'SpaceAfter': 'No'}
11610,670,21,"""",14.0,33.0,punct,_,PUNCT,'',,,
11611,671,1,Sonunda,17.0,3.0,advmod,sonunda,ADV,RB,,,
11612,671,2,film,3.0,26.0,nmod:poss,film,NOUN,NN,{'Number': 'Sing'},,
11613,671,3,yapımcıları,17.0,27.0,nsubj,yapımcı,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,
11614,671,4,Jasmine,9.0,26.0,nmod,Jasm,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11615,671,5,ile,4.0,7.0,case,ile,ADP,IN,,,
11616,671,6,benzer,8.0,4.0,amod,benze,ADJ,JJ,{'Number': 'Sing'},,
11617,671,7,bir,8.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11618,671,8,ikilem,9.0,29.0,obj,ikilem,NOUN,NN,{'Number': 'Sing'},,
11619,671,9,yaşamaktan,10.0,2.0,advcl,yaşa,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Abl', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun', 'Voice': 'Cau'}",,
11620,671,10,kaçınmak,17.0,2.0,advcl,kaçın,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Vnoun'}",,
11621,671,11,için,10.0,7.0,case,için,ADP,IN,,,
11622,671,12,prensesi,15.0,29.0,obj,prenses,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
